Task ID,Created At,Completed At,Last Modified,Name,Assignee,Due Date,Tags,Notes,Projects,Parent Task
42142967804523,2015-07-21,2015-07-23,2015-07-23,add validation error for when the name in Miscellaneous section is not unique,Soheb Rapati,,"Text,Medium Priority,Group pop-up,Completed,Ready to push live/training","i.e. in screenshot, ""tidal volume"" was added to name twice. 

if added once to name and once to description, that is OK 
or
 if added to description twice, but has different names, that is OK
",First Priority,
44447221904475,2015-08-05,2015-08-07,2015-08-07,Subgroup Table/Figure Validation Error,Sumit Patel,,"Text,Group/Results tab,Reed Hepatitis C","Username: Bobby
Study ID: 586550

When running validation errors I get the message ""Group / Result: Outcome: SVR - Iteration: N/A : Please select/enter table name from Table/Graph/Figure dropdown in Subgroup."" The system fails to recognize that all table or figure names have been entered into the appropriate drop down of the subgroup pop-up.
",First Priority,
44596672805335,2015-08-06,2015-08-10,2015-08-10,Cant clear validation error,Ajay,,"High Priority,Table,QC,Elsevier Alzheimer’s","Joshua
600537, Table 1

This study contains an Attribute / Group Value that is mapped to a Group that doesn't exist: ext-data-231192912145. [ name | type | interval | (method of analysis &#43; subgroup &#43; unitLabel &#43; rater &#43; locationStr) | field type] Medication, Any psychotropic medication||Maximum:Baseline|",First Priority,
44683271521422,2015-08-07,2015-08-10,2015-08-10,clear function on flag popups on live database not working correctly,Sumit Patel,,"Text,Medium Priority,Group/Results tab","i tested this and it was working correctly on staging, so not sure what happened, but here are the steps:

1) add pvalue
2) add note (note in far right paragraph textbox does not turn flag red)
3) click on the clear arrow in the pvalue popup
4) the flag turns red and the note was not deleted 

(i did the same steps on staging and the note was cleared out)",First Priority,
45194612311622,2015-08-11,2015-08-12,2015-08-12,cannot deselect overlapping arms,Soheb Rapati,,"Bugs,High Priority,Text,Completed,Elsevier Alzheimer’s","ID: 600526 (happening globally) 
user: Emily 

I can't seem to deselect the overlapping arms for this group. I unselect, but the selection still shows up. ",First Priority,
45238673397994,2015-08-11,2015-08-12,2015-08-12,"Loading issues - won't save/close, pull up error report",Soheb Rapati,,"Bugs,High Priority,Text,Completed,PCSK-9/CETP inhibitor evidence hub","Username: Daniel
Study ID:  889945

Daniel: I am trying to finalize my study but when I press “save, finalize and close” nothing happens.  I tried logging out and closing the window and making sure I have no validation issues, but it still will not let me submit.

Karin: I went in to see if I could open the error report - was loading for 20 minutes before i closed out. ",First Priority,
45635852652646,2015-08-14,2015-08-15,2015-08-15,subgroup popup cut off in tables,Soheb Rapati,,"Bugs,Table,Completed,Highest Priority,Group/Results tab","Separate issue that we just discovered, there isn’t any way to unselect subgroups in table QC (we clicked on the box/cleared cache/tried on different computers/etc):",First Priority,
45653487251690,2015-08-14,,2015-08-16,"merge groups - duplicated groups (both ""laser"" and ""laser bullectomy"") ",Ajay,,"Bugs,Highest Priority","ID 630115

laser + laser bullectomy duplicating
staple + lung reduction surgery with staples duplicating",First Priority,
45653487251708,2015-08-14,,2015-08-17,groups tagged incorrectly as subgroups,Ajay,,"Bugs,Highest Priority","ID 817100

""Endobronchial Valve Therapy, Complete Fissure, Lobar Occulsion"" - incorrectly tagged as subgroup. doesn't share name in merge groups with any other groups and no subgroup tag

""Endobronchial Valve Therapy, Complete Fissure, No Lobar Occulsion"" - tagged correctly (not a subgroup) but tagged exactly like ""Endobronchial Valve Therapy, Complete Fissure, Lobar Occulsion""  is.
",First Priority,
45373669604069,2015-08-12,,2015-08-13,Unable to Finalize Study,Soheb Rapati,,"High Priority,Text,Completed,PCSK-9/CETP inhibitor evidence hub","Username: Daniel
Study ID:  889945

I am trying to finalize my study but when I press “save, finalize and close” nothing happens.  I tried logging out and closing the window and making sure I have no validation issues, but it still will not let me submit.",First Priority,
44683271521439,2015-08-07,,2015-08-14,flag popup appearing on opposite side of page,Chetan Bhimewal,,"Text,Low Priority,Completed,Group/Results tab,Ready to push live/training","steps to recreate:
1) click on pvalue popup
2) do not close out pvalue popup, but open up pvalue flag right away - 
3) flag popup appears on the left side of the screen",First Priority,
44972121756289,2015-08-10,,2015-08-17,"AM popup won't close after clicking on undo button & flag disappeared; then after save & close, flag turns red with no data",Sumit Patel,,"Bugs,Text,Medium Priority,Statistics (pvalues & AM)","test study (try on any ID):

2 issues but second only occurs after first issue 

steps to reproduce:
1) type in AM value
2) open flag and enter in text -- this step is not required (will happen with or without this step)
3) open AM popup and click clear button
4) popup warning comes up (""Are you sure you want to clear all fields and any text in the associated flag.?"")
5) click ""OK""
--> popup won't close and clicking on save icon or clicking elsewhere on the form does not close the popup (and no other popups work). only have the option of closing the study
(opened a new study and recreated the same issue above)

on first study (recreated on second study as well):
when i reopen the study after i click ""save & close,"" the value is still there (not cleared) and the flag is showing red, even though there's no value there

- reopen flag popup and save - flag turns black
- reopen AM popup and save - flag turns red again
- clear out AM values, this time the popup closes, but flag turns red (with no values) & cannot open red flag to turn off.

tried to recreate first issue (popup won't close) on the AM column but the popup does close; however, the flag stays red and i can't open it until i put data back in the AM value box. when i open the flag then, there's no text (created the second issue)",First Priority,
44972121756302,2015-08-10,,2015-08-14,pvalue flag will open after clearing data,Sumit Patel,,"Bugs,Text,Medium Priority,Statistics (pvalues & AM),Ready to push live/training","test study - recreated on two separate test studies

steps to recreate: 
1) enter pvalue
2) enter text in pvalue flag (occurs with or without this step)
3) clear pvalue
4) flag opens (there is no ""You cannot add flag if there is no data"" popup)

this only happens AFTER pvalue has been cleared. if open a new study, you cannot open the flag (you get ""You cannot add flag if there is no data"" popup).

once you clear data, you no longer get the popup and can open the flag.

occurs same in columns & rows",First Priority,
41595670073526,2015-07-15,2015-08-11,2015-08-11,"add ""Committee"" to Rater dropdown with corresponding fill in textbox",Sumit Patel,,"High Priority,Text,Group/Results tab,Ready to push live/training","studies have different types of committees so instead of adding each name to the list, can we add a generic ""committee"" to the list and then type in a qualifier to it?

in the JSON, please switch these names around i.e. if ""independent"" was written into the textbox, then the JSON would have ""Independent Committee"" ",First Priority,
39661171772440,2015-06-29,,2015-06-29,Enhancements/Changes:,,,,,First Priority,
32722672937464,2015-04-28,2015-04-29,2015-04-29,The default radio button for groups populations in text extraction does not save and prevents finalizing,Soheb Rapati,,"Completed,Highest Priority,BMS- Renal Cell Carcinoma","Username: Rachel
Study ID: 325410 (and all kbases)
Location of Issue: Text Extraction - Groups
Project: BMS Renal Cell Carcinoma

Username: augusta
Study ID: 341836
Location of Issue: Text Extraction - Group Popup - Whole Study
Project: BMS - Renal Cell Carcinoma

Username: Christina
Study ID: 341680
Location of Issue: Text Extraction
Project: BMS - Renal Cell Carcinoma

Summary:
The default button for the populations within the groups for text extraction sometimes does not save at all after selecting a radio button and closing out of the window and other times, even though the default button is selected, it is not being recognized as being selected and is causing a validation error that prevents the study from being finalized (screen shots attached).

This is affecting all studies",First Priority,
32478049643739,2015-04-24,2015-04-28,2015-04-28,"Tables are not loading after attempting to open them.  Stuck on ""Please wait...""",Jignesh Patel,,,"Username: Joshua
Study ID 663467, 661818, 662883, 663796, 641809, 445823
Location: Table QC
Project: Novartis HF IP

Username: alicia
Study ID: 847657
Location of Issue: Table Extraction - Table 4
Project: Radioiodine-refractory differentiated thyroid cancer

Username: Chrisitna
Study ID:  663796
Location of Issue: Table QC
Project: Novartis Heart Failure

Table 1 wont load when clicked. Not sure of the source of the issue.  Seems to be occurring a lot today.",First Priority,
32711788395840,2015-04-28,2015-04-29,2015-04-29,"Validation Issue: ""n"" Label is causing an  invalid field type error when all data are integers and is labeled correctly (potentially caused by ""0""s)",Sumit Patel,,"Completed,BMS- Renal Cell Carcinoma","Username: Rachel
Study ID: 341719
Location of Issue: Table QC - Table 3
Project: BMS Renal Cell Carcinoma

Summary: 
Data for the 2 adverse event outcomes “Adverse Event, Gastrointestinal, Mucositis (functional), oral cavity” and ""Adverse Event, Neurologic, Confusion"" in Group ""Interferon, Adverse event grade ≥ 3"" are labeled with “#” and all contain whole numbers and appear correctly labeled. Not sure what is causing this invalid field type error, possibly the “0” values?
",First Priority,
32713206430659,2015-04-28,2015-04-28,2015-04-28,"Validation Issue: Dose fields for text and tables causing validation error for a value that is not visible in any group and default buttons so not save, and extraneous letters appear in frequency fields",Soheb Rapati,,"Completed,BMS- Renal Cell Carcinoma","Username: Rachel
Study ID: 341719
Location of Issue: Text and Table QC - Group dose fields and Table QC group dose fields
Project: BMS Renal Cell Carcinoma

Summary: 
Receiving the error “The FieldValue for: Dosage Field Value was sent over in the wrong format, instead of the proper array. 600” and “The FieldValue for: Dosage Field Value was sent over in the wrong format, instead of the proper array. 400” for both text and tables in kbase 341719. The 600 value is not visibly captured on the template anywhere on the in text or tables, so I do not know how to resolve. Also, extraneous letters appear in the frequency fields even after deleting them and saving the changes. The default buttons for text groups also do not save. Screen shots attached.",First Priority,
35393462384099,2015-05-22,2015-05-26,2015-05-26,Remove Import option on training site,Sumit Patel,,"High Priority,Completed","When completing a study on the training site, analysts are getting the ‘Do you want to import to the frontend’ option.
",First Priority,
35699591290709,2015-05-26,2015-05-29,2015-05-29,pop-ups on text assignments showing at top of page and/or not fully displaying,Sumit Patel,,"Text,Highest Priority","first screenshot is from study opened through DOC Extract
second screenshot is from study opened through DOC Data - when i clicked on the qualifier popup, a big white box appeared.
third screenshot shows subgroup popup not opening either.",First Priority,
35632914705617,2015-05-26,2015-05-27,2015-05-27,Filter menu in job queue disappears,Chetan Bhimewal,,"Completed,admin",Summary: The filter menu (which should appear in the circled area in screenshot) disappears as soon as the mouse cursor gets into the sub-menu with the text box(es). This makes it impossible to use the filter function at all since I cannot type into it. This was not a problem until around Thursday last week.,First Priority,
37509677116152,2015-06-11,2015-06-12,2015-06-12,"No ""select table"" button to re-extract simple tables",Jignesh Patel,,"High Priority,Table,QC","we have a bunch that were not finalized or somehow undone. but they are simple tables and there is no ""select table"" on the form. 

two examples (but have more):

IDs
702437
702440
",First Priority,
37508825271501,2015-06-11,2015-06-18,2015-06-18,unitlabel link no longer showing in tables,Jignesh Patel,,"High Priority,Table",,First Priority,
37810562389182,2015-06-15,2015-06-16,2015-06-16,Study Phases show as code instead of drop-down selection on the back-end after they are correctly selected and then logged out and back in,Soheb Rapati,,"High Priority,Text,Group pop-up,Completed,Natural History of HER2; Breast Cancer Database","Username: Rachel
Study ID: 808336 (and all studies)

Summary: In the group pop-up, when a selection is made from the drop-down for the study phase of an intervention, once I  log out and back in to the template the study phase shows as code instead of the selection that was just made and
saved. The code shows on the front-end as well (which is a known issue). This issue is occurring on all studies and a screenshot is attached.",First Priority,
37181392462962,2015-06-09,2015-06-17,2015-06-17,ability to add multiple subgroups,Sumit Patel,,"High Priority,Text,Table,Completed,Group/Results tab","

",First Priority,
37181392462979,2015-06-09,,2015-06-09,"indent ""subgroup name"" and location ",,,,,,ability to add multiple subgroups
37181392462981,2015-06-09,,2015-06-09,+/- buttons with dotted line between,,,,,,ability to add multiple subgroups
39235909210253,2015-06-25,2015-06-26,2015-06-26,"Subgroup Fields are filled in but causing a validation error that the ""Subgroup of:"" is not selected",Soheb Rapati,,"Bugs,Text,Completed,Highest Priority,Group/Results tab,AHA/ACC Hypertension","Username: Rachel
Study ID: 718035

Summary: Within the group pop-up, when the subgroup fields are all filled in completely and selected from the drop-down, the template still is not recognizing the “Subgroup Of:” field and it is causing a validation error. Additionally, the subgroup data is only visible when you click into the fields, it appear as blank when only in the group-pop up. ",First Priority,
39039583635823,2015-06-24,2015-06-30,2015-06-30,"add ""Brand Name"" at top of group popup",Stewart,,"High Priority,Text,Group pop-up,Completed","some groups are a combination of multiple interventions in 1 pill that has its own brand name. it's the same field as the brand name within each intervention. 
",First Priority,
37450966665453,2015-06-11,2015-07-08,2015-07-08,Add validation error when Unitlabels have not been selected for the following field types - ,Soheb Rapati,,"High Priority,Text,Table,Completed","both text & tables

average
mean
median
% - default to %
total range
ratio - default to NA
",First Priority,
39623497496056,2015-06-29,2015-07-13,2015-07-13,"Change ""NR"" to ""Not Reported"" in unitlabel dropdown ",Soheb Rapati,,"Text,Table,Highest Priority,Abbvie Alzheimer's","User: luyao
Study ID: 359778, Table 1

Summary: When a value is tagged with the unit “NR”, it comes up in validations as missing unit - same as if the unit box was left blank. This should not be the case as manually labeling NR means that the unit is actually not reported instead of being overlooked.

Instead of using ""NR,"" we need to use ""Not Reported""

Needs to be fixed in both tables & text assignments.",First Priority,
40734165414057,2015-07-08,2015-07-10,2015-07-10,"require unitlabel to be selected for fixed, flex, and individual for dosage ",Soheb Rapati,,"Text,Table,Medium Priority,Group pop-up,Completed",add validation if unitlabel not selected,First Priority,
39097676413509,2015-06-24,2015-06-26,2015-06-26,Notes to allow multi-selection for email,Soheb Rapati,,"Text,Table,Completed,Highest Priority",ability to select multiple people from dropdown and send email ,First Priority,
39039583635811,2015-06-24,2015-06-25,2015-06-25,"remove ""funding data"" error",Soheb Rapati,,"Text,Study Level tab,Completed,Highest Priority,IBM/Watson","please remove popup that appears if funding data was not added at study level. this popup appears when you move over to the group/results tab, but does not appear when you click on ""validate."" ",First Priority,
45099121252410,2015-08-10,2015-08-13,2015-08-13,"add AD, QN to iteration row (keep on result row too)",Sumit Patel,,"Text,Highest Priority","add AD & QN to iteration row as well as keeping on result row.

- option for analyst to add at the result row level OR the iteration level. 
- if added at result row level, should be replicated at each iteration 
- at iteration level, analyst should be able to open AD or QN and ADD to what was already added at the result row level (does not erase)",First Priority,
45374436558386,2015-08-12,,2015-08-12,Add 'Subgroup Category' dropdown to subgroup popup,Soheb Rapati,,"Text,Group pop-up,Highest Priority,Group/Results tab","(both from group popup and iteration popup)

For pre-populated terms, the result name (result row) is pre-populated into the category dropdown; the iteration name is pre-populated into the subgroup name.

For current male & female pre-populated options, ""Gender"" is pre-populated into the subgroup category dropdown and if you select that, male and female are the ONLY options that pre-populate in the subgroup name. You can also select the other way - select male or female from the subgroup name and the subgroup category prepopulates to ""Gender"" ",First Priority,
29244964947920,2015-03-13,2015-08-17,2015-08-17,Intervention & Subgroup tag on group headers ,Sumit Patel,,"Text,Highest Priority,Group/Results tab","Note for analysts (Lauren to add to manual) - intervention is per study and dependent on study type (usually only have an intervention when selecting therapy study type, i.e when drug vs. drug); analysts can confirm intervention through study's objective statement",First Priority,
43290988527401,2015-07-30,,2015-07-30,Subgroup Label:,,,,,,Intervention & Subgroup tag on group headers 
43290988527422,2015-07-30,,2015-07-30,"Automatically add ""Subgroup Name"" when the dropdown is filled in in group popup (see screenshot - ""Subgroup"")",,,,,,Intervention & Subgroup tag on group headers 
43290988527403,2015-07-30,,2015-07-30,"If ""Subgroup name"" is too long, use ellipses and add entire ""Subgroup name"" to Tooltip for rollover",,,,,,Intervention & Subgroup tag on group headers 
43290988527424,2015-07-30,,2015-07-30,"""Subgroup name"" gets appended to group name when sent over in JSON (I believe this is already being done?)",,,,,,Intervention & Subgroup tag on group headers 
43290988527411,2015-07-30,,2015-07-30,"Intervention ""I"" checkbox:",,,,,,Intervention & Subgroup tag on group headers 
43290988527420,2015-07-30,,2015-07-30,"Add a checkbox to the column headers which displays an ""I"" (capital ""i"") if checked on. use courier new font. Can click on the ""I"" again and it would revert back to checkbox.",,,,,,Intervention & Subgroup tag on group headers 
43290988527413,2015-07-30,,2015-07-30,"""I"" would be sent over in JSON as ""Intervention"" ",,,,,,Intervention & Subgroup tag on group headers 
43290988527415,2015-07-30,,2015-07-30,"Total Population does NOT have ""I"" checkbox",,,,,,Intervention & Subgroup tag on group headers 
45224178882401,2015-08-11,,2015-08-12,add additional name to attribute name in JSON,Ajay,,"High Priority,Text,Group/Results tab",is stadditional name still called acronym in JSON?,First Priority,
45224178882406,2015-08-11,,2015-08-12,add author flag options to iteration level and remove flag at result row,Sumit Patel,,"High Priority,Text,Group/Results tab","add AD, Category, outcome name, pos/neg, QN to iteration level and hide/remove flag on result row. ",First Priority,
44948050020094,2015-08-10,,2015-08-14,Add tooltip to FR dropdown,Soheb Rapati,,"Text,Frequency Report,Ready to push live/training","Username: augusta
Study ID: 601979
FR Item: ""Phasor Magnitude"" 

hard to tell that it was marked as inclusion",First Priority,
39661171772499,2015-06-29,,2015-07-24,"update ""Study Type"" - Therapy"" sub-type dropdown",Soheb Rapati,,"Text,Table,Medium Priority",,First Priority,
39768600422688,2015-06-30,,2015-08-11,refreshing the group popup after study type is changed (see notes below and within task) ,Soheb Rapati,,,"When you initially select a study type and then if you change it, the fields don't update on the group popup. as you see in my screenshot (""group popup update""), i changed the study type from drug to radiotherapy. but instead of replacing intervention A fields, it just added intervention B fields. 
",,"update ""Study Type"" - Therapy"" sub-type dropdown"
39768600422691,2015-06-30,2015-07-24,2015-07-24,"1) if there is no data in the intervention fields, can you replace instead of adding a new intervention section? ",,,,,,refreshing the group popup after study type is changed (see notes below and within task) 
39768600422693,2015-06-30,,2015-06-30,"2) if there is data in the intervention fields, but the fields are the same, can you move the data over and just relabel the study type (""Therapy-Radioatherapy"" in this example)",,,,,,refreshing the group popup after study type is changed (see notes below and within task) 
39768600422695,2015-06-30,2015-07-24,2015-07-24,"3) if there is data in the intervention fields, and the fields are different, please use a confirmation popup saying that ""Please confirm you would like to change your study type. Data is entered in the group pop-up and if you change the study type, you will lose any data associated with the previous study type."" (options - yes or cancel)",,,,,,refreshing the group popup after study type is changed (see notes below and within task) 
39661171772503,2015-06-29,2015-07-10,2015-07-10,"rename ""Drug"" to ""Pharmacological Drugs""",,,,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772505,2015-06-29,2015-07-10,2015-07-10,"Vaccines (use same fields in group popup as ""drug"")",,,,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772507,2015-06-29,2015-07-15,2015-07-15,"Surgical (use same fields in group popup as ""Device/Surgery"") - remove brand field",Soheb Rapati,,Completed,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772509,2015-06-29,2015-07-13,2015-07-13,"Rename ""Device/Surgery"" to ""Medical devices"" (use same fields in group popup as ""Device/Surgery"")",,,,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772511,2015-06-29,2015-07-10,2015-07-10,Cellular and gene,,,,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772513,2015-06-29,2015-07-02,2015-07-02,"Radiotherapy (use same fields in group popup as ""Drug"")",Soheb Rapati,,"Completed,Highest Priority",,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772515,2015-06-29,2015-07-10,2015-07-10,Physical,,,,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772517,2015-06-29,2015-07-10,2015-07-10,"Educational (keep intervention type dropdown from  ""Behavioral/Counseling"" & associated fields in group popup as those options)",,,,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772519,2015-06-29,2015-07-10,2015-07-10,"Rename ""Behavioral/Counseling"" to ""Behavioral"" (keep intervention type dropdown  & associated fields in group popup as those options)",,,,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772521,2015-06-29,2015-07-10,2015-07-10,Screening,,,,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772523,2015-06-29,2015-07-10,2015-07-10,"Complementary (use same fields as ""drug"" in group popup)",,,,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772525,2015-06-29,2015-07-10,2015-07-10,"Psychological (keep intervention type dropdown from  ""Behavioral/Counseling"" & associated fields in group popup as those options)",,,,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772527,2015-06-29,2015-07-10,2015-07-10,Resources and infrastructure,,,,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772529,2015-06-29,2015-07-10,2015-07-10,Complex,,,,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
39661171772531,2015-06-29,2015-07-10,2015-07-10,Other,,,,,,"update ""Study Type"" - Therapy"" sub-type dropdown"
14792540511183,2014-07-16,,2015-08-14,pop-up functionality update,Chetan Bhimewal,,"High Priority,Text",,First Priority,
14792540511186,2014-07-16,2014-11-05,2014-11-05,all popups should close and save the data if click outside the pop-up area; ,,,,,,pop-up functionality update
14792540511188,2014-07-16,,2015-08-14,make popups standard across forms (all have save button),Chetan Bhimewal,,,,,pop-up functionality update
14792540511190,2014-07-16,,2015-08-14,"be able to tab through gender fields pop-up to next gender (male -- tab and opens female, etc)",Soheb Rapati,,,,,pop-up functionality update
27065761298977,2015-02-16,,2015-08-12,updates to AM cells/columns,Sumit Patel,,"High Priority,Text,Group/Results tab,Statistics (pvalues & AM)","make sure all dropdowns are alphabetized & 
make wider and/or add line to separate options within dropdown - hard to see where options begin and end
",First Priority,
43290988527443,2015-07-30,,2015-07-30,"only show ""Stats Test"" and ""d.f."" if you click on the graph icon",,,,,,updates to AM cells/columns
36969098369465,2015-06-08,,2015-06-08,"degrees of freedom - Whole numbers only. No negative, no decimals, no ranges, no text",,,,,,updates to AM cells/columns
43290988527464,2015-07-30,,2015-07-30,"Stats Test - decimal value, include negative values, but NO ranges, NO text, NO symbols",,,,,,updates to AM cells/columns
43290988527453,2015-07-30,,2015-07-30,"if same comparison across different iterations, use same colors & numbers for tagging",,,,,,updates to AM cells/columns
43290988527447,2015-07-30,,2015-07-30,AM dropdown updates:,,,,,,updates to AM cells/columns
43290988527449,2015-07-30,,2015-07-30,"remove Kaplan Meier Curve (if being used in any study, please hide so no future study can use this)",,,,,,updates to AM cells/columns
43290988527451,2015-07-30,,2015-07-30,remove Coefficient of Variation (see separate field for this in screenshot),,,,,,updates to AM cells/columns
43290988527462,2015-07-30,,2015-07-30,"remove the following from the AM dropdown: Binomial test, Cox Proportional-Hazards Regression, Chi-square Goodness-of-Fit, Cohen's D, Chi Square, Fisher's Exact test, Hedges G, Independent (unpaired) 2 sample-t test, Kruskal Wallis, Log-Rank test, McNemar, One-Sample median, One sample t-test, One-way ANOVA, Overlapping two-sample t-test, Poisson Regression model, Pairwise Comparisons, Paired t-test, Student t-test, Tukey's Range test (Studentized range), Wilcoxon Signed Ranks test, Wilcoxon-Mann Whiteny test (Wilcoxon Rank-Sum test) ---> these are all added to new Statistical test dropdown - just move these values over from ""AM"" field to ""Stats Test"" value field",,,,,,updates to AM cells/columns
36969098369467,2015-06-08,,2015-07-30,new Statistical Test dropdown:,,,,,,updates to AM cells/columns
43290988527438,2015-07-30,,2015-07-30,"Add to this dropdown: Binomial test, Cox Proportional-Hazards Regression, Chi-square Goodness-of-Fit, Cohen's D, Chi Square, Fisher's Exact test, Hedges G, Independent (unpaired) 2 sample-t test, Kruskal Wallis, Log-Rank test, McNemar, One-Sample median, One sample t-test, One-way ANOVA, Overlapping two-sample t-test, Poisson Regression model, Pairwise Comparisons, Paired t-test, Student t-test, Tukey's Range test (Studentized range), Two-way ANOVA, Wilcoxon Signed Ranks test, Wilcoxon-Mann Whiteny test (Wilcoxon Rank-Sum test)",,,,,,updates to AM cells/columns
37470416816875,2015-06-11,,2015-07-14,subgroup updates,Sumit Patel,,"High Priority,Text,Table",,First Priority,
37508825271435,2015-06-11,2015-06-17,2015-06-17,"if subgroup field is filled in, add validation error if characteristic OR result isn't filled in (must select one or the other)",,,,,,subgroup updates
37508825271437,2015-06-11,2015-06-15,2015-06-15,"if subgroup field is filled in, add validation error if narrative or table/graph/figure isn't filled in",,,,,,subgroup updates
37508825271439,2015-06-11,2015-07-10,2015-07-10,"if select from table/graph/figure dropdown, automatically check off the checkbox",Sumit Patel,,,,,subgroup updates
37508825271441,2015-06-11,,2015-07-10,"in subgroup name, instead of linking by name, link by ID (still display name in dropdown). ",,,,,,subgroup updates
37508825271469,2015-06-11,2015-06-15,2015-06-15,"""subgroup of"" doesn't remove on group popup after you click on the green arrow (see screenshot)",,,,,,subgroup updates
38281306408640,2015-06-17,2015-06-24,2015-06-24,"add validation error if ""subgroup of"" in group popup is filled out and subgroup name is blank",,,,,,subgroup updates
38281306408634,2015-06-19,2015-06-24,2015-06-24,"if subgroup name is not filled out/selected, then disable checkboxes below.",,,,,,subgroup updates
39596682659654,2015-06-29,2015-07-10,2015-07-10,"add ""type"" with choice --can only pick 1 of 3 -- ""Stratified Randomization"" or ""Not Stratified Randomization"" or ""Post-Hoc"" (see screenshot: ""subgroup popups) or here https://moqups.com/klawsonr/INKsW7xe)",Soheb Rapati,,,,,subgroup updates
36061599325729,2015-05-29,2015-06-12,2015-06-12,"add ""ratio"" as a new field type",Jignesh Patel,,"High Priority,Text,Table,Completed","acts same as mean/median/average, but no unitlabel",First Priority,
36075847815160,2015-05-29,,2015-05-29,in text assignments:,,,,,,"add ""ratio"" as a new field type"
36075847815162,2015-05-29,2015-06-10,2015-06-10,"do not add to Age, timepoint, or phase. ",,,,,,"add ""ratio"" as a new field type"
36075847815164,2015-05-29,2015-06-10,2015-06-10,Yes add to dosage and main outcome field type,,,,,,"add ""ratio"" as a new field type"
36075847815166,2015-05-29,,2015-06-10,outstanding tasks:,,,,,,"add ""ratio"" as a new field type"
37318410103587,2015-06-10,2015-06-10,2015-06-10,"in tables & text - when select ratio from dosage dropdown, no textbox appears to fill in data",,,,,,"add ""ratio"" as a new field type"
36075847815168,2015-05-29,2015-06-12,2015-06-12,"in tables - add main field type dropdown (see ""no ratio"" screenshot)",,,,,,"add ""ratio"" as a new field type"
37450966665450,2015-06-11,2015-06-12,2015-06-12,"default unitlabel to ""NA"" when ""ratio"" is selected",,,,,,"add ""ratio"" as a new field type"
38234387754025,2015-06-17,2015-06-18,2015-06-18,Subgroups as results are not showing the name in the subgroup field and can only be seen when clicking into the pop-up,Sumit Patel,,"Text,Group pop-up,Completed,Group/Results tab,Natural History of HER2; Breast Cancer Database","Username: Rachel
Study ID: 609302

The subgroup names do not show within the result iterations even though data is entered in the pop-up. In the second screenshot, you can see that “Subgroup” shows when the subgroup name should show. One cannot tell which subgroup was entered or if one was entered all all. Should also have the rollover in case the subgroup name is too long to display. The subgroup name, as described here, used to show before these current changes.",First Priority,
38119670973844,2015-06-16,2015-06-23,2015-06-23,Phase selected in the dosage section of the group pop up cannot be unselected,Soheb Rapati,,"High Priority,Text,Group pop-up,Completed,BMS- Renal Cell Carcinoma","Username: jaja
Study ID: 702466/All

Summary: It is currently impossible to remove a ""study phase"" after it has been selected. Please allow removal in case the initial phase selected needs to be removed",First Priority,
36075847815170,2015-05-29,2015-06-18,2015-06-18,fraction field type update,Sumit Patel,,"High Priority,Text,Table,Completed",this is in regular outcome field type,First Priority,
37450966665467,2015-06-11,,2015-06-11,"hide ""unitlabel"" option",,,,,,fraction field type update
33731262826085,2015-05-11,2015-07-07,2015-07-07,"Add ""10 & 90th Percentile"" field type, under variable range",Sumit Patel,,"High Priority,Text,Completed,BMS- Renal Cell Carcinoma","similar to IQR as it is a range field (sent over in JSON same as IQR but labeled as ""10 & 90th Percentile""). red outline in screenshot.

Username: akira
Study ID: 702469
Table 6

Need to update text, tables, and data model",First Priority,
34223838248829,2015-05-14,2015-06-12,2015-06-12,"Add Semi IQR field type, under variance",Jignesh Patel,,"High Priority,Table,Completed,NCCMH CBT for Psychosis","User: luyao
Study ID: 562504
Location: Table QC, Table 1

Summary: This study reports data as Semi-IQR (which is defined as IQR/2). 

single number, (sent over in JSON same as SD but labeled as ""Semi IQR""). blue outline in screenshot.

Need to update text, tables, and data model
",First Priority,
37450966665473,2015-06-11,2015-06-12,2015-06-12,"default 'unitlabel' to ""%"" when selecting ""%"" field type",Jignesh Patel,,"High Priority,Table,Completed",,First Priority,
35155008024612,2015-05-20,2015-06-10,2015-06-10,updates to subgroup pop-up,Soheb Rapati,,"Text,Table,Completed,Highest Priority","first two dropdowns must be filled in (cannot be free text). add validations. 
last dropdown - allow free text; still needs validations

subgroup popup both in text and tables",First Priority,
